"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"../feature_files/a.feature: validate a scenario","1","First Scenario","features.tests.step_definitions","Wed Oct 29 17:05:06 UTC 2025","passed","Wed Oct 29 17:05:06 UTC 2025","","Suite 1","",""
